"name"	"namealt"	"name_ar"	"name_bn"	"name_de"	"name_en"	"name_es"	"name_fr"	"name_el"	"name_hi"	"name_hu"	"name_id"	"name_it"	"name_ja"	"name_ko"	"name_nl"	"name_pl"	"name_pt"	"name_ru"	"name_sv"	"name_tr"	"name_vi"	"name_zh"	"name_fa"	"name_he"	"name_uk"	"name_ur"	"name_zht"	"min_lat"	"min_lon"	"max_lat"	"max_lon"
"Birch Mts."	NA	"جبل بيرش"	"বার্চ মাউন্টেন"	"Birch Mountains"	"Birch Mountains"	"Montañas Birch"	"Birch"	"Οροσειρά Μπερτσ"	"बिर्च पर्वत"	"Birch-hegység"	"Pegunungan Birch"	"Birch Mountains"	"バーチ山"	"버치 마운틴"	"Birch Mountains"	"Birch Mountains"	"Montanhas Birch"	"горы Берч"	"Birch Mountains"	"Birch Dağları"	"Dãy Birch"	"伯奇山脉"	"کوه های بیرچ"	"רכס בירץ'"	"гори Бірх"	"برچ پہاڑ"	"伯瑞奇山"	56.9924990906191	-115.437855598041	59.1595523132754	-111.068959113666
"Caribou Mts."	NA	"جبال كاريبو"	"ক্যারিবু মাউন্টেন"	"Caribou Mountains"	"Caribou Mountains"	"Monte Caribou"	"monts Caribou"	"Όρη Καριμπού"	"कारिबउ पर्वत"	"Caribou-hegység"	"Pegunungan Caribou"	"Caribou Mountains"	"カリブー山脈"	"카리부 마운틴스"	"Caribou Mountains"	"Góry Caribou"	"Montanhas Caribou"	"горы Карибу"	"Caribou Mountains"	"Caribou Dağları"	"Dãy Caribou"	"卡里布山脉"	"کوهستان کاریبو"	"רכס קאריבו"	"гори Карибу"	"کیریبو پہاڑ"	"卡里布山"	58.3687808289004	-116.478627082416	60.8408877624941	-113.674000617572
"Cassiar Mts."	NA	"جبال كاسيار"	"কাসিয়ার মাউন্টেন"	"Cassiar Mountains"	"Cassiar Mountains"	"Montañas Cassiar"	"Chaîne des Cassiars"	"Όρη Κάσσιας"	"कैसियार पर्वत"	"Cassiar-hegység"	"Pegunungan Cassiar"	"Monti Cassiar"	"キャシア山脈"	"카시아 마운틴스"	"Cassiar Mountains"	"Góry Cassiar"	"Montanhas Cassiar"	"горы Кассиар"	"Cassiar Mountains"	"Cassiar Dağları"	"Dãy Cassiar"	"卡西尔山脉"	"کوهستان کاسیر"	"רכס קסיאר"	"гори Кассіар"	"کیسیار پہاڑ"	"卡西亞山"	56.4769351257753	-134.496205207416	62.0548159851504	-125.630848762104
"Ogilvie Mts."	NA	"جبال أوجيلفي"	"ওগিলভি মাউন্টেন"	"Ogilvie Mountains"	"Ogilvie Mountains"	"Monte Ogilvie"	"Monts Ogilvie"	"Όρος Ογκίλβιε"	"ओगिल्वी पर्वत"	"Ogilvie-hegység"	"Pegunungan Ogilvie"	"Monti Ogilvie"	"オギルビー山脈"	"오길비 마운틴스"	"Ogilvie Mountains"	"Pasmo Ogilvie"	"Cordilheira Oglivie"	"Огилви"	"Ogilvie Mountains"	"Ogilvie Dağları"	"Dãy Ogilvie"	"奥吉尔维山脉"	"کوه های اوگیلیو"	"רכס אוגילוויה"	"гори Огілві"	"اوگلوی پہاڑ"	"奥吉尔维山脉"	63.6467959656191	-140.999867316791	65.1019961609316	-135.158192512104
"Wrangell Mts."	NA	"جبال رانجيل"	"উরেঞ্জেল পর্বতমালা"	"Wrangell Mountains"	"Wrangell Mountains"	"Montañas Wrangell"	"montagnes Wrangell"	"Όρη Ράνγκγουελ"	"रैंगल पर्वत"	"Wrangell-hegység"	"Pegunungan Wrangell"	"Monti Wrangell"	"ランゲル山地"	"랭겔 마운틴스"	"Wrangell Mountains"	"Góry Wrangla"	"Montes Wrangell"	"Горы Врангеля"	"Wrangell Mountains"	"Wrangell Dağları"	"Dãy Wrangell"	"蘭格爾山脈"	"رشته کوه رانگل"	"הרי ראנגל"	"Гори Врангеля"	"رینگل پہاڑ"	"蘭格爾山脈"	61.3580996765565	-145.408802863666	63.2392031921816	-141.38188635976
"Adirondack Mts."	NA	"جبال آديرونداك"	"আদ্রিওন্দ্যাক মাউন্টেন"	"Adirondack Mountains"	"Adirondack Mountains"	"Adirondack"	"Adirondacks"	"Όρη Αντιροντάκ"	"एडिरॉनडैक पर्वत"	"Adirondack-hegység"	"Pegunungan Adirondack"	"Monti Adirondack"	"アディロンダック山地"	"애디론댁산맥"	"Adirondackgebergte"	"Adirondack"	"Montanhas Adirondack"	"Адирондак"	"Adirondack Mountains"	"Adirondack Dağları"	"Khối núi Adirondack"	"阿第伦达克山脉"	"کوههای ادیراندک"	"הרי אדירונדאק"	"Адірондак"	"ایڈیرونڈیک پہاڑ"	"阿第伦达克山脉"	42.7951113953065	-75.818653937885	45.1479556335878	-73.2938126292912
"Blue Ridge"	NA	"السلسة الزرقاء"	"ব্লু রিজ"	"Blue Ridge Mountains"	"Blue Ridge Mountains"	"Cordillera Azul"	"montagnes Blue Ridge"	"Μπλου Ριντζ"	"ब्लू रिज"	"Blue Ridge-hegység"	"Blue Ridge"	"Monti Blue Ridge"	"ブルーリッジ山脈"	"블루리지산맥"	"Blue Ridge Mountains"	"Pasmo Błękitne"	"Montanhas Blue Ridge"	"Голубой хребет"	"Blue Ridge Mountains"	"Blue Ridge Dağları"	"Dãy Blue Ridge"	"藍嶺山脈"	"کوهستان بلو ریدج"	"בלו רידג'"	"Блакитний хребет"	"بلو رج"	"藍嶺山脈"	34.5734317078066	-84.7462052074162	39.1499697937441	-77.7568253246037
"Klamath Mts."	NA	"جبال كلاماث"	"ক্লামাথ মাউন্টেনস"	"Klamath Mountains"	"Klamath Mountains"	"Montañas de Klamath"	"monts Klamath"	"Όρη Κλαμάθ"	"क्लामथ पर्वत"	"Klamath-hegység"	"Pegunungan Klamath"	"Klamath Mountains"	"クラマス山脈"	"클라마스 마운틴스"	"Klamath Mountains"	"Klamath Mountains"	"Montes Klamath"	"Кламат"	"Klamath Mountains"	"Klamath Dağları"	"Dãy Klamath"	"克拉馬斯山"	"رشته کوه کلامات"	"הרי קלאמת"	"гори Кламат"	"کلاماتھ پہاڑ"	"克拉馬斯山"	40.2884585632754	-124.407163918718	42.7487857117128	-122.373219367572
"Ouachita Mts."	NA	"جبال أوشتا"	"ওউয়াচিতা মাউন্টেন"	"Ouachita Mountains"	"Ouachita Mountains"	"Montañas Ouachita"	"montagnes Ouachita"	"Όρη Ουακίτα"	"ओआचिता पर्वत"	"Ouachita-hegység"	"Pegunungan Ouachita"	"Monti Ouachita"	"ウォシタ山脈"	"와치타 마운틴스"	"Ouachita Mountains"	"Ouachita"	"Montanhas Ouachita"	"Уошито"	"Ouachita Mountains."	"Ouachita Dağları"	"Dãy Ouachita"	"沃希托山岭"	"کوه های اوئاچیتا"	"רכס אווהצ'יטה"	"Уошито"	"اواچیٹا پہاڑ"	"沃希托山岭"	33.5633609070253	-95.9991348949163	35.4990298523378	-92.307423469135
"Salmon River Mts."	NA	"جبال نهر السلمون"	"সালমন নদীর পর্বতমালা"	"Salmon River Mountains"	"Salmon River Mountains"	"Montañas del río Salmon"	"montagnes Salmon River"	"Όρος Σάλμον Ρίβερ"	"सामन नदी पर्वत"	"Salmon River-hegység"	"Pegunungan Salmon River"	"Salmon River Mountains"	"サーモンリバー山地"	"새먼 리버 마운틴스"	"Salmon River Mountains"	"Salmon River"	"Montanhas Salmon River"	"горы Салмон-Ривер"	"Salmon River Mountains"	"Salmon Nehri Dağları"	"Dãy Salmon River"	"萨蒙河山脉"	"کوه های رودخانه سالمون"	"הרי סלמון ריוור"	"гори ріки Салмон"	"سیلمن ریور پہاڑ"	"萨蒙河山脉"	44.1204898132754	-116.359547492572	45.5841128601504	-113.871266242573
"Black Hills"	NA	"بلاك هيلز"	"ব্ল্যাক হিল্স"	"Black Hills"	"Black Hills"	"Colinas Negras"	"Black Hills"	"Μπλακ Χιλς"	"ब्लैक हिल्स"	"Black Hills"	"Black Hills"	"Black Hills"	"ブラックヒルズ"	"블랙힐스"	"Black Hills"	"Black Hills"	"Black Hills"	"Блэк-Хиллс"	"Black Hills"	"Black Hills"	"Black Hills"	"黑山"	"بلک هیلز"	"הגבעות השחורות"	"Блек-Гіллс"	"بلیک ہلز"	"黑山"	43.4105899109316	-104.854603644916	44.7510440124941	-103.090687629291
"Mogollon Rim"	NA	"موغولون ريم"	"মোগোল্লন রিম"	"Mogollon Rim"	"Mogollon Rim"	"Borde Mogollón"	"Mogollon Rim"	"Μόγκολον Ριμ"	"मोगोलोन रिम"	"Mogollon-hegység"	"Mogollon Rim"	"Mogollon Rim"	"モゴヨンリム"	"모골론 림"	"Mogollon Rim"	"Mogollon Rim"	"Mogollon Rim"	"Обод Моголлона"	"Mogollon Rim"	"Mogollon Rim"	"Dãy Mogollon Rim"	"莫戈隆边缘"	"دیواره موگولون"	"שולי מגיון"	"Моголлон Рім"	"موگولن رم"	"莫戈隆边缘"	33.5371768249941	-111.92778479726	35.0320498718691	-109.281910773823
"Cord. de Mérida"	NA	"سلسلة جبال دي ميريدا"	"কর্ড দে মেরিদা"	"Cordillera de Mérida"	"Cordillera de Mérida"	"Cordillera de Mérida"	"Cordillère de Mérida"	"Κορντ. ντε Μέριντα"	"कार्ड. द मेरिडा"	"Cord. de Mérida"	"Cordillera de Merida"	"Cordigliera di Mérida"	"メリダ山脈"	"코디렐라 드 메리다"	"Cordillera de Mérida"	"Cordillera de Mérida"	"Cordilheira de Mérida"	"Кордильера-де-Мерида"	"Cordillera de Mérida"	"Cord. de Mérida"	"Dãy Mérida"	"梅里達山脈"	"کورد د مدریا"	"רכס דה מרידה"	"Кордильєра-де-Меріда"	"کورڈ ڈی میریڈا"	"梅里達山脈"	7.53302643436906	-72.3637589183538	11.0431582703066	-68.2538956371038
"Cuchilla Grande"	NA	"كوتشيلا غراندي"	"কুচিলা গ্র্যান্ডে"	"Cuchilla Grande"	"Cuchilla Grande"	"Cuchilla Grande"	"Cuchilla Grande"	"Κουντσίλα Γκράντε"	"कुचिला ग्रैंड"	"Cuchilla Grande"	"Cuchilla Grande"	"Cuchilla Grande"	"グランデ山地"	"쿠칠라 그란데"	"Cuchilla Grande"	"Cuchilla Grande"	"Cordilheira Grande"	"Кучилья-Гранде"	"Cuchilla Grande"	"Cuchilla Grande"	"Dãy Cuchilla Grande"	"库奇亚格兰德山脉"	"کوچیلا گراند"	"קוצ'ילה גרנדה"	"Кучилья-Гранде"	"کیوچیلا گرانڈے"	"大古奇雅山"	-34.8239071593809	-56.0853775706975	-32.0372860656309	-53.5280045238225
"Tumuc-Humac Mts."	NA	"جبال توموك هوماك"	"তুমুক-হুমাক পর্বতমালা"	"Tumuk-Humak-Gebirge"	"Tumuc-Humac Mountains"	"Sierra de Tumucumaque"	"Monts Tumuc-Humac"	"Όρη Τουμούκ-Χουμάκ"	"टुमुक-हुमैक पर्वत"	"Tumuc-Humac-hegység"	"Pegunungan Tumuc-Humac"	"Monti Tumuk Humak"	"トゥムクマケ山脈"	"투묵-휴막 마운틴스"	"Toemoek-Hoemakgebergte"	"Góry Tumuc-Humac"	"Serra do Tumucumaque"	"хребет Тумук-Умак"	"Tumuc-Humac-bergen"	"Tumuc-Humac Dağları"	"Dãy Tumuc-Humac"	"图木克胡马克山脉"	"رشته کوه توموک هوماک"	"רכס טומוק-הומאק"	"Гори Тамак-Хамак"	"ٹوموک ہوماک پہاڑ"	"土木庫馬奎山脈"	1.67456696171287	-56.2847794261663	3.26874420780663	-52.6202286449162
"Wilhelmina Gebergte"	NA	"جبال فيلهلمينا"	"উইলহেলমিনা গেবার্গতে"	"Wilhelminagebirge"	"Wilhelmina Mountains"	"Montañas Wilhelmina"	"Monts Wilhelmina"	"Οροσειρα Γουιλιελμνίνα"	"विल्हेल्मीना पहाड़ियाँ"	"Wilhelmina Gebergte"	"Wilhelmina Gebergte"	"Montagne di Guglielmina"	"ウィルヘルミーナヘベルグテ"	"빌헬미나 게베르트"	"Wilhelminagebergte"	"Góry Wilhelminy"	"Montanhas Wilhelmina"	"Горы Вильгельмина"	"Wilhelmina Gebergte"	"Wilhelmina Gebergte"	"Dãy Wilhelmina Gebergte"	"威廉敏娜山脉"	"رشته کوه ویلهلمینا"	"הרי וילהלמינה"	"Гори Вільгельміна"	"ولہیلمینا گیبرگٹے"	"威廉敏那山"	2.26660797733787	-57.4108170238225	4.97833893436908	-55.1422623363225
"S. do Piaui"	NA	"سلسلة جبال باوي"	"এস. ডো পিয়াউই"	"Piaui-Gebirge"	"Serra da Capivara"	"S. do Piaui"	"Serra do Piaui"	"Σ. ντο Πιάουι"	"एस. दो पियाउ"	"S. do Piaui"	"Pegunungan Piaui"	"Sierra do Piaui"	"ピアウイ山"	"S. 도 피아우이"	"Piauí Mountains"	"Pasmo Piaui"	"Serra do Piauí"	NA	"Serra do Piaui"	"S. do Piaui"	"Dãy Piaui"	"皮奥伊山脉"	"رشته کوه پیائویی"	"רכס 'דו פיאוי"	"Піауі"	"ایس ڈو پیائی"	"皮奧伊山脈"	-9.94707610469345	-44.75005042226	-8.09502532344344	-41.5485733714787
"Serra da Ibiapaba"	NA	"سلسلة جبال إيبيابابا"	"সেরা দা ইবিয়াপাবা"	"Serra da Ibiapaba"	"Serra da Ibiapaba"	"Serra da Ibiapaba"	"Serra da Ibiapaba"	"Σέρα ντε Ιμπιάπαμπα"	"सेरा दा इबिआपाबा"	"Serra da Ibiapaba"	"Pegunungan Ibiapaba"	"Serra da Ibiapaba"	"イビアパバ山地"	"세라 다 이비아파바"	"Serebryanskoe Reservoir"	"Góry Serra da Ibiapaba"	"Serra da Ibiapaba"	"нагорье Серра-де-Ибиапаба"	"Serra da Ibiapaba"	"Serra da Ibiapaba"	"Dãy Ibiapaba"	"伊比亚帕巴山脉"	"سرا د ایبیاپابا"	"סרה דה איביאפאבה"	"Серра-де-Ібіапаба"	"سیرا ڈا آئیبیاپابا"	"伊比亞帕巴山"	-6.78972747188094	-41.4780167308538	-3.13848235469342	-40.2079971996037
"Serra Acaraí"	NA	"سلسلة جبال أكاري"	"সেরা আকরাই"	"Acarai-Berge"	"Acarai Mountains"	"Montes Acaraí"	"Serra Acaraí"	"Σέρα Ακαράι"	"सेरा अकाराई"	"Serra Acaraí"	"Pegunungan Acarai"	"Serra Acaraí"	"アカライ山脈"	"세라 아카라이"	"Acarai Mountains"	"Góry Serra Acaraí"	"Serra do Acaraí"	"горы Серра-ду-Акарай"	"Acarai Mountains"	"Serra Acaraí"	"Dãy Acaraí"	"阿卡里山"	"سرا آساری"	"רכס אקאראי"	"Серра Акарай"	"سیرا ایکرائی"	"阿卡里山"	0.768500067181549	-60.0958756175725	1.95917389530655	-57.4500626292913
"Serra de Curupira"	NA	"سلسلة جبال كوروبيرا"	"সেরা ডি কুরুপিরা"	"Serra de Curupira"	"Serra de Curupira"	"Sierra de Curupira"	"Serra de Curupira"	"Σέρα ντε Κουκουπίρα"	"सेरा डी कुरुपिरा"	"Serra de Curupira"	"Pegunungan Curupira"	"Serra de Curupira"	"クルピラ山脈"	"세라 데 쿠루피라"	"Serra da Ibiapaba"	"Góry Serra de Curupira"	"Serra de Curupira"	"горы Сьерра-де-Курупира"	"Serra de Curupira"	"Serra de Curupira"	"Dãy Curupira"	"库鲁皮拉山脉"	"سرا دو کوروپیرا"	"סרה דה קורופירה"	"Серра-де-Курупіра"	"سیرا ڈی کوروپیرا"	"庫魯皮拉山"	0.280340887494063	-66.3975723949163	2.61444733280656	-62.9935806956975
"S. do Cachimbo"	NA	"سلسلة جبال كاشيمبو"	"এস. ডো ক্যাচিম্বো"	"Serra do Cachimbo"	"Serra do Cachimbo"	"S. do Cachimbo"	"Serra do Cachimbo"	"Σ. ντο Κατσίμπο"	"एस. डू कचिंबो"	"S. do Cachimbo"	"Pegunungan Cachimbo"	"Sierra do Cachimbo"	"カチンボ山"	"S. 도 카침보"	"Serra do Cachimbo"	"Pasmo Cachimbo"	"Serra do Cachimbo"	"резерват Серра-ду-Кашимбу"	"Serra do Cachimbo"	"S. do Cachimbo"	"Dãy Cachimbo"	"卡欣布山"	"رشته کوه کاچیمبو"	"רכס דו קאצ'ימבו"	"Серра-ду-Качимбу"	"ایس دو کاچیمبو"	"卡欣布山"	-10.564385675006	-57.8821915355413	-6.18999602656838	-53.8958634105412
"S. Dourada"	NA	"سلسلة جبال دورادة"	"এস. দৌরদা"	"Serra Dourada"	"Serra Dourada"	"S. Dourada"	"Serra Dourada"	"Σ. Ντουράντα"	"एस. दौराडा"	"S. Dourada"	"Pegunungan Dourada"	"Sierra Dourada"	"ドラダ山"	"S. 두라다"	"Serra Dourada"	"Pasmo Dourada"	"Serra Dourada"	"Сиерра-Дорада"	"Serra Dourada"	"S. Dourada"	"Núi S. Dourada"	"多拉达山脉"	"رشته کوه دورادا"	"רכס דוראדה"	"Доурада"	"ایس دورادا"	"多拉達山脈"	-16.3840878234435	-51.1937760081975	-11.4434139953184	-48.703419562885
"S. dos Gradaús"	NA	"سلسلة جبال جراداس"	"এস. ডস গ্র্যাডেয়াস"	"Serra dos Gradaús"	"Serra dos Gradaús"	"S. dos Gradaús"	"Serra dos Gradaús"	"Σ. ντο Γκραντάους"	"एस. डॉस ग्रैडासी"	"S. dos Gradaús"	"Pegunungan Gradaús"	"Sierra dos Gradaús"	"グラダウス山"	"S. 도스 그라다우스"	"Serra dos Gradaús"	"Pasmo Gradaús"	"Serra dos Gradaús"	"Серра-дос-Градаус"	"Serra dos Gradaús"	"S. dos Gradaús"	"Núi S. dos Gradaús"	"格拉达乌斯山脉"	"رشته کوه گرادوئاس"	"רכס דוס גראדאוס"	"Градаус"	"اس دوس گرادواس"	"格拉道斯山脈"	-11.0898983703184	-52.0992325511662	-5.75872161250595	-49.3270157542912
"Serra do Espinhaço"	NA	"سلسلة جبال إسبينهاكو"	"সেরা ডো এসপিনহাও"	"Serra do Espinhaço"	"Serra do Espinho"	"Serra do Espinhaço"	"Serra do Espinhaço"	"Σέρα ντο Εσπινχάτσο"	"सेरा डो एस्पिन्हाको"	"Serra do Espinhaço"	"Pegunungan Espinhaco"	"Serra do Espinhaço"	"エスピニャソ山地"	"세라 두 에스피냐소"	"Serra do Espinho"	"Góry Serra do Espinhaço"	"Serra do Espinhaço"	"хребет Се́рра-ду-Эспинья́су"	"Serra do Espinho"	"Serra do Espinhaço"	"Dãy Espinhaço"	"埃斯皮尼亚索山脉"	"سرا د اسپینهاکو"	"סרה דט אספינאצ'ו"	"Серра-до-Еспінхако"	"سیرا ڈو ایسپیناکو"	"馬背山"	-19.8954403625059	-49.644825812885	-12.9104550109434	-47.2106827464788
"S. de Pakaraima"	NA	"سلسلة جبال باكارايما"	"এস. ডি পাকরাইমা"	"Pacaraima-Gebirge"	"Pakaraima Mountains"	"Sierra de Pacaraima"	"Serra de Pakaraima"	"Σ. ντε Πακαράιμα"	"एस. डी पकाराइमा"	"S. de Pakaraima"	"Pegunungan Pakaraima"	"Sierra de Pakaraima"	"パカライマ山脈"	"S. 데 파카라이마"	"Pakaraima-gebergte"	"Pasmo Pakaraima"	"Serra de Pacaraima"	"массив Сьерра-Пакараима"	"Serra Pacaraima"	"S. de Pakaraima"	"Dãy Pakaraima"	"帕克瑞马山脉"	"رشته کوه پاکاریما"	"רכס פאקאראימה"	"Пакарайма"	"ایس ڈی پاکارائما"	"帕卡來馬山脈"	2.97919342655662	-64.9872940746037	5.02155182499409	-59.9057511058537
"Península de Taitao"	NA	"شبه جزيرة تايتاو"	"পেনিন্সুলা দে তাইতাও"	"Taitao"	"Taitailei"	"Península de Taitao"	"Péninsule de Taitao"	"Πενίνσουλα ντε Ταϊτάο"	"पेनिंसुला दे ताइताओ"	"de Taitao-félsziget"	"Semenanjung Taitao"	"Penisola di Taitao"	"タイタオ半島"	"페닌슐라 데 타이타오"	"Taitao Peninsula"	"Taitao"	"Península de Taitao"	"Тайтао"	"Península de Taitao"	"Península de Taitao"	"Bán đảo Taitao"	"泰陶半島"	"شبه جزیره تائیتائو"	"חצי האי טאיטאו"	"Тайтао"	"پیننزولا ڈی ٹائیٹو"	"泰陶半島"	-46.94013671875	-75.707385019869	-46.2214901671934	-74.9654434886663
"Kanin Pen."	NA	"شبه جزيرة كانين"	"কানিন পেনিন্সুলা"	"Kanin-Halbinsel"	"Kanin Peninsula"	"Península de Kanín"	"Cap Kanine"	"Χερσόνησος Κανίν"	"कानिन पेन."	"Kanin-félsziget"	"Semenanjung Kanin"	"Penisola di Kanin"	"カニン半島"	"카닌 페닌슐라"	"Kanin"	"Kanin"	"Península de Kanin"	"полуостров Канин"	"Kaninhalvön"	"Kanin Yarımadası"	"Bán đảo Kanin"	"卡宁半岛"	"شبه جزیره کنین"	"קאנין"	"півострів Канін"	"کینن پین۔"	"卡寧半島"	67.0497113476513	43.3332031250001	68.68173828125	46.6904296875
"Absheron Pen."	NA	"أبشرون"	"অ্যাবশেরন পেন."	"Halbinsel Abşeron"	"Absheron peninsula"	"Península de Absheron"	"Abşeron"	"Χερσόνησος Άμπσερον"	"एब्शेरॉन पेन."	"Abşeron-félsziget"	"Semenanjung Absheron"	"penisola di Abşeron"	"アブシェロン半島"	"앱쉐론 페닌슐라"	"Apsjeron"	"Półwysep Apszeroński"	"Absheron"	"Апшеронский полуостров"	"Apsjeron"	"Apşeron Yarımadası"	"Bán đảo Absheron"	"阿普歇伦半岛"	"شبهجزیره آبشوران"	"חצי האי אפשרון"	"Апшеронський півострів"	"ایبشیرون پین۔"	"阿普歇伦半岛"	40.1904971374941	49.4148055347712	40.6148135437441	50.3659179687501
